Protein IDs	Majority protein IDs	Peptide counts (all)	Peptide counts (razor+unique)	Peptide counts (unique)	Protein names	Gene names	Fasta headers	Number of proteins	Peptides	Razor + unique peptides	Unique peptides	Peptides AGE	Peptides FPS	Razor + unique peptides AGE	Razor + unique peptides FPS	Unique peptides AGE	Unique peptides FPS	Sequence coverage [%]	Unique + razor sequence coverage [%]	Unique sequence coverage [%]	Mol. weight [kDa]	Sequence length	Sequence lengths	Fraction average	Fraction 1	Fraction 2	Fraction 3	Fraction 4	Fraction 5	Fraction 6	Fraction 7	Fraction 8	Q-value	Score	Identification type AGE	Identification type FPS	Reporter intensity corrected 1 AGE	Reporter intensity corrected 2 AGE	Reporter intensity corrected 3 AGE	Reporter intensity corrected 4 AGE	Reporter intensity corrected 5 AGE	Reporter intensity corrected 6 AGE	Reporter intensity corrected 7 AGE	Reporter intensity corrected 8 AGE	Reporter intensity corrected 9 AGE	Reporter intensity corrected 10 AGE	Reporter intensity corrected 11 AGE	Reporter intensity corrected 1 FPS	Reporter intensity corrected 2 FPS	Reporter intensity corrected 3 FPS	Reporter intensity corrected 4 FPS	Reporter intensity corrected 5 FPS	Reporter intensity corrected 6 FPS	Reporter intensity corrected 7 FPS	Reporter intensity corrected 8 FPS	Reporter intensity corrected 9 FPS	Reporter intensity corrected 10 FPS	Reporter intensity corrected 11 FPS	Reporter intensity 1 AGE	Reporter intensity 2 AGE	Reporter intensity 3 AGE	Reporter intensity 4 AGE	Reporter intensity 5 AGE	Reporter intensity 6 AGE	Reporter intensity 7 AGE	Reporter intensity 8 AGE	Reporter intensity 9 AGE	Reporter intensity 10 AGE	Reporter intensity 11 AGE	Reporter intensity 1 FPS	Reporter intensity 2 FPS	Reporter intensity 3 FPS	Reporter intensity 4 FPS	Reporter intensity 5 FPS	Reporter intensity 6 FPS	Reporter intensity 7 FPS	Reporter intensity 8 FPS	Reporter intensity 9 FPS	Reporter intensity 10 FPS	Reporter intensity 11 FPS	Reporter intensity count 1 AGE	Reporter intensity count 2 AGE	Reporter intensity count 3 AGE	Reporter intensity count 4 AGE	Reporter intensity count 5 AGE	Reporter intensity count 6 AGE	Reporter intensity count 7 AGE	Reporter intensity count 8 AGE	Reporter intensity count 9 AGE	Reporter intensity count 10 AGE	Reporter intensity count 11 AGE	Reporter intensity count 1 FPS	Reporter intensity count 2 FPS	Reporter intensity count 3 FPS	Reporter intensity count 4 FPS	Reporter intensity count 5 FPS	Reporter intensity count 6 FPS	Reporter intensity count 7 FPS	Reporter intensity count 8 FPS	Reporter intensity count 9 FPS	Reporter intensity count 10 FPS	Reporter intensity count 11 FPS	Sequence coverage AGE [%]	Sequence coverage FPS [%]	Intensity	Intensity AGE	Intensity FPS	MS/MS count	Only identified by site	Reverse	Potential contaminant	id	Peptide IDs	Peptide is razor	Mod. peptide IDs	Evidence IDs	MS/MS IDs	Best MS/MS	Oxidation (M) site IDs	Oxidation (M) site positions	Taxonomy IDs
P18163	P18163	9	9	8	Long-chain-fatty-acid--CoA ligase 1	Acsl1	sp|P18163|ACSL1_RAT Long-chain-fatty-acid--CoA ligase 1 OS=Rattus norvegicus OX=10116 GN=Acsl1 PE=1 SV=1	1	9	9	8	8	7	8	7	7	7	16	16	14.9	78.178	699	699	3.86	5	6	2		6	8	1		0	62.76	By MS/MS	By MS/MS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3388300	2911600	3117700	3386300	4112200	3227800	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3236700	2815800	3213200	3418600	3975200	3118600	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	14	13.3	5579200000	2778500000	2800700000	25				528	337;3930;4080;4135;5552;6437;8154;11245;13509	True;True;True;True;True;True;True;True;True	348;4054;4206;4261;5723;6640;8418;11642;13969	1929;1930;1931;20885;21573;21574;21575;21576;21577;21884;29645;29646;34393;34394;34395;34396;34397;43050;58245;58246;58247;58248;71074;71075;71076;71077;71078;71079	2115;2116;2117;22229;22953;22954;22955;22956;23268;31364;36366;36367;36368;36369;60980;60981;60982;60983;74651;74652;74653;74654;74655;74656;74657	2115;22229;22953;23268;31364;36366;60982;74654			-1
P18265	P18265	2	2	2	Glycogen synthase kinase-3 alpha	Gsk3a	sp|P18265|GSK3A_RAT Glycogen synthase kinase-3 alpha OS=Rattus norvegicus OX=10116 GN=Gsk3a PE=1 SV=1	1	2	2	2	2	2	2	2	2	2	7.7	7.7	7.7	51.026	483	483	7.5							2	2	0	8.256	By MS/MS	By MS/MS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.7	7.7	439870000	220970000	218900000	5				529	1685;12408	True;True	1743;12837	9090;9091;64548;64549	9636;9637;9638;67641;67642	9636;67642			-1
P18266	P18266	6	6	6	Glycogen synthase kinase-3 beta	Gsk3b	sp|P18266|GSK3B_RAT Glycogen synthase kinase-3 beta OS=Rattus norvegicus OX=10116 GN=Gsk3b PE=1 SV=1	1	6	6	6	6	4	6	4	6	4	24.3	24.3	24.3	46.742	420	420	5.67			2		5	3	4	1	0	80.193	By MS/MS	By MS/MS	0	0	0	246420	2609800	2586300	2599700	2723600	2775100	2961200	2922400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	268970	2502200	2493500	2642900	2769400	2820700	2882300	2814600	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	24.3	16.7	2530000000	1285700000	1244200000	12				530	1684;1989;6653;7855;9277;13887	True;True;True;True;True;True	1742;2055;6860;8092;9621;14362	9087;9088;9089;10648;10649;35535;41523;49054;49055;49056;73016;73017;73018;73019;73020	9633;9634;9635;11312;37614;43647;51415;51416;51417;76773;76774;76775	9634;11312;37614;43647;51415;76773			-1
P18297	P18297	2	2	2	Sepiapterin reductase	Spr	sp|P18297|SPRE_RAT Sepiapterin reductase OS=Rattus norvegicus OX=10116 GN=Spr PE=1 SV=1	1	2	2	2	1	2	1	2	1	2	11.5	11.5	11.5	28.128	262	262	3		2			1				0	6.0487	By MS/MS	By MS/MS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.7	11.5	412140000	56244000	355890000	2				531	7334;12781	True;True	7557;13221	38999;39000;66675	41060;69998	41060;69998			-1
P18298;P13444	P18298	9;2	9;2	9;2	S-adenosylmethionine synthase isoform type-2	Mat2a	sp|P18298|METK2_RAT S-adenosylmethionine synthase isoform type-2 OS=Rattus norvegicus OX=10116 GN=Mat2a PE=1 SV=1	2	9	9	9	9	6	9	6	9	6	32.4	32.4	32.4	43.715	395	395;397	4.79	1	4	5	2	3	7	3	3	0	100.56	By MS/MS	By MS/MS	11941000	12437000	152130	85100	10913000	10750000	13813000	13242000	14142000	12895000	13249000	14272000	16596000	117730	14030000	36895	4988400	7060800	7559800	5891000	8052100	6622200	11120000	11559000	1103400	1118800	10545000	10350000	13870000	13327000	14341000	12608000	12808000	13290000	15476000	1093600	14359000	219090	5697400	6758600	7571300	6070200	7843800	6365600	2	2	1	2	2	2	2	2	2	2	2	1	1	1	1	1	1	1	1	1	1	1	32.4	22.3	13913000000	7744900000	6168000000	34				532	3496;3647;5737;8503;8755;11736;12011;12497;14491	True;True;True;True;True;True;True;True;True	3607;3762;5911;8820;9083;12144;12427;12929;14978	18568;18569;18570;18571;18572;18573;18574;19366;30737;44894;44895;46400;46401;46402;46403;60761;60762;60763;60764;60765;62307;65026;65027;76186;76187;76188;76189;76190	19746;19747;19748;19749;19750;19751;19752;19753;20617;32513;47088;47089;47090;48650;48651;48652;48653;48654;48655;48656;63627;63628;63629;63630;65275;68146;68147;80085;80086;80087;80088;80089;80090;80091	19749;20617;32513;47090;48652;63628;65275;68146;80086			-1;-1
P18395	P18395	16	16	16	Cold shock domain-containing protein E1	Csde1	sp|P18395|CSDE1_RAT Cold shock domain-containing protein E1 OS=Rattus norvegicus OX=10116 GN=Csde1 PE=2 SV=1	1	16	16	16	15	13	15	13	15	13	24.7	24.7	24.7	88.894	798	798	3.4	10	9	9	7	6	2	2	3	0	238.5	By MS/MS	By MS/MS	98238000	109020000	1918800	1906400	111990000	97007000	119390000	123280000	119990000	125300000	123820000	68142000	67233000	1596000	66563000	314330	62826000	61232000	65065000	59294000	89324000	55114000	91480000	101330000	9689200	10624000	107660000	93528000	120740000	124030000	122120000	122290000	119330000	63459000	62733000	6158600	67897000	1869800	64283000	58865000	66767000	60258000	86239000	53296000	10	10	8	4	10	10	10	10	10	11	11	10	10	9	10	7	10	10	10	10	10	10	22.9	19.3	18210000000	11104000000	7105900000	58				533	1099;1924;2099;3247;3713;3867;4380;8593;8854;9758;11143;12066;13077;13224;13225;13862	True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True	1138;1989;2167;3347;3828;3988;4513;8912;9183;10111;11540;12487;13523;13673;13674;14335	5888;5889;10314;10315;11170;11171;11172;11173;11174;17105;17106;17107;17108;17109;19693;19694;19695;19696;19697;19698;19699;19700;19701;20498;23222;23223;45449;45450;45451;45452;46955;46956;51070;57777;62705;62706;68474;68475;68476;68477;69370;69371;69372;69373;69374;69375;72895;72896	6235;6236;6237;6238;6239;6240;10944;11877;11878;11879;11880;11881;11882;18153;18154;18155;18156;20958;20959;20960;20961;20962;20963;20964;20965;20966;20967;20968;21813;24654;47671;47672;47673;47674;47675;47676;49188;49189;53495;60508;65710;65711;65712;71908;71909;71910;71911;71912;72833;72834;72835;72836;72837;72838;72839;72840;76635;76636	6238;10944;11881;18153;20963;21813;24654;47675;49188;53495;60508;65712;71910;72834;72838;76635			-1
P18418	P18418	20	20	20	Calreticulin	Calr	sp|P18418|CALR_RAT Calreticulin OS=Rattus norvegicus OX=10116 GN=Calr PE=1 SV=1	1	20	20	20	17	20	17	20	17	20	58.7	58.7	58.7	47.995	416	416	3.95	28	40	50	46	35	30	19	12	0	323.31	By MS/MS	By MS/MS	498040000	571120000	5294000	936380	553080000	434180000	727350000	760760000	487310000	604660000	603540000	537500000	541080000	8367400	495520000	2094200	436060000	446440000	445790000	439720000	556840000	436660000	463760000	530750000	46481000	38914000	534990000	422350000	721240000	752340000	510380000	596970000	578620000	500490000	504690000	39818000	507840000	11414000	448120000	429380000	456090000	447520000	539260000	421320000	30	30	24	9	31	31	31	31	31	31	31	33	33	27	34	18	34	34	34	34	34	34	48.3	58.7	631250000000	312830000000	318410000000	327				534	1349;1518;1824;1862;2172;2243;2719;3071;3506;3540;4290;4507;4903;5389;5419;5420;5742;6399;6989;9549	True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True	1400;1574;1883;1884;1924;2242;2314;2805;3164;3617;3652;4418;4644;5054;5556;5587;5588;5916;6600;6601;7201;9900	7263;7264;7265;7266;7267;8141;8142;8143;8144;8145;8146;8147;8148;8149;8150;8151;8152;8153;8154;8155;8156;8157;8158;8159;8160;8161;8162;8163;8164;8165;8166;8167;8168;8169;8170;8171;8172;8173;8174;8175;9807;9808;9809;9810;9811;9812;10006;10007;10008;10009;11558;11892;14310;14311;14312;16192;16193;16194;16195;16196;16197;16198;16199;16200;16201;16202;16203;16204;16205;16206;18608;18609;18610;18611;18612;18829;18830;18831;18832;18833;18834;22643;22644;22645;22646;22647;23773;23774;23775;23776;25962;25963;25964;25965;25966;25967;25968;25969;25970;25971;25972;25973;25974;25975;25976;25977;25978;25979;28628;28629;28630;28631;28632;28633;28634;28635;28636;28637;28638;28639;28640;28641;28642;28643;28644;28645;28646;28647;28648;28649;28650;28651;28803;28804;28805;28806;28807;28808;28809;28810;28811;28812;28813;28814;28815;28816;28817;28818;28819;28820;28821;28822;28823;28824;28825;28826;28827;28828;28829;28830;28831;28832;28833;28834;28835;28836;28837;28838;28839;28840;28841;28842;28843;28844;28845;28846;28847;28848;28849;28850;28851;28852;28853;28854;28855;28856;28857;28858;28859;28860;28861;28862;28863;28864;30765;30766;30767;30768;30769;30770;30771;30772;30773;30774;30775;30776;30777;30778;30779;30780;30781;30782;30783;34210;34211;34212;34213;34214;34215;34216;34217;34218;34219;34220;34221;34222;34223;34224;34225;34226;34227;34228;34229;34230;34231;34232;34233;34234;34235;34236;34237;34238;34239;34240;37290;37291;37292;37293;37294;37295;37296;37297;37298;37299;37300;50214;50215;50216;50217;50218	7686;7687;7688;7689;7690;7691;7692;7693;8605;8606;8607;8608;8609;8610;8611;8612;8613;8614;8615;8616;8617;8618;8619;8620;8621;8622;8623;8624;8625;8626;8627;8628;8629;8630;8631;8632;8633;8634;8635;8636;8637;8638;8639;8640;8641;8642;8643;8644;8645;8646;10397;10398;10399;10400;10401;10402;10403;10404;10631;10632;10633;10634;12346;12347;12686;15267;17224;17225;17226;17227;17228;17229;17230;17231;17232;17233;17234;19788;19789;19790;19791;19792;19793;20033;20034;20035;20036;20037;24042;24043;24044;24045;25194;25195;25196;27432;27433;27434;27435;27436;27437;27438;27439;27440;27441;27442;27443;27444;27445;27446;27447;27448;27449;30289;30290;30291;30292;30293;30294;30295;30296;30297;30298;30299;30300;30301;30302;30303;30304;30305;30306;30307;30308;30309;30310;30311;30312;30313;30314;30315;30316;30317;30318;30319;30320;30321;30322;30323;30324;30325;30326;30327;30328;30329;30330;30331;30332;30333;30334;30335;30336;30337;30338;30493;30494;30495;30496;30497;30498;30499;30500;30501;30502;30503;30504;30505;30506;30507;30508;30509;30510;30511;30512;30513;30514;30515;30516;30517;30518;30519;30520;30521;30522;30523;30524;30525;30526;30527;30528;30529;30530;30531;30532;30533;30534;30535;30536;30537;30538;30539;30540;30541;30542;30543;30544;30545;30546;30547;30548;30549;30550;30551;30552;30553;30554;30555;30556;30557;30558;30559;30560;30561;30562;30563;30564;30565;30566;30567;30568;30569;32550;32551;32552;32553;32554;32555;32556;32557;32558;32559;32560;32561;32562;32563;32564;32565;32566;32567;32568;32569;32570;32571;36150;36151;36152;36153;36154;36155;36156;36157;36158;36159;36160;36161;36162;36163;36164;36165;36166;36167;36168;36169;36170;36171;36172;36173;36174;36175;36176;36177;36178;36179;36180;36181;36182;36183;36184;36185;36186;36187;36188;36189;36190;36191;36192;36193;36194;36195;36196;36197;36198;39296;39297;39298;39299;39300;39301;39302;39303;39304;39305;52607;52608;52609;52610;52611;52612	7687;8635;10398;10631;12347;12686;15267;17226;19791;20036;24042;25194;27447;30310;30499;30532;32570;36166;39296;52607	169;170	122;257	-1
P18420	P18420	8	8	8	Proteasome subunit alpha type-1	Psma1	sp|P18420|PSA1_RAT Proteasome subunit alpha type-1 OS=Rattus norvegicus OX=10116 GN=Psma1 PE=1 SV=2	1	8	8	8	7	8	7	8	7	8	30	30	30	29.517	263	263	3.73	6	6	12	10	7	4	2	2	0	144.08	By MS/MS	By MS/MS	62155000	63327000	1511100	940380	54871000	53207000	71875000	64189000	66525000	70038000	68302000	55105000	53083000	1315200	58363000	395830	64739000	57215000	70454000	58748000	78762000	60852000	57884000	58857000	6459400	6030900	53132000	51219000	71851000	64736000	67825000	68162000	65833000	51318000	49552000	5025600	59263000	1799600	65687000	55107000	71593000	59773000	76581000	58636000	10	10	10	9	10	10	10	10	10	11	11	9	9	8	9	7	9	9	9	9	9	9	28.9	30	20728000000	10993000000	9735400000	47				535	745;2812;3486;5664;7991;8871;9035;12044	True;True;True;True;True;True;True;True	769;2898;3596;5836;8233;9201;9373;12463	4093;14701;14702;14703;14704;14705;18514;18515;18516;30264;30265;30266;30267;30268;30269;42203;42204;42205;42206;42207;47054;47055;47056;47057;47058;47059;47060;47061;47062;47063;47064;47065;47066;47067;47068;47922;47923;47924;47925;47926;47927;47928;47929;47930;47931;62516;62517;62518;62519	4398;15653;15654;15655;15656;15657;19690;19691;19692;32023;32024;32025;32026;32027;32028;44352;44353;44354;44355;49298;49299;49300;49301;49302;49303;49304;49305;49306;49307;49308;49309;49310;49311;50205;50206;50207;50208;50209;50210;50211;50212;50213;65495;65496;65497;65498;65499	4398;15654;19690;32027;44355;49308;50205;65498			-1
P18421	P18421	8	8	8	Proteasome subunit beta type-1	Psmb1	sp|P18421|PSB1_RAT Proteasome subunit beta type-1 OS=Rattus norvegicus OX=10116 GN=Psmb1 PE=1 SV=3	1	8	8	8	8	6	8	6	8	6	38.8	38.8	38.8	26.479	240	240	4.78	5	3	3	6	2		5	8	0	179.03	By MS/MS	By MS/MS	15871000	17393000	249400	130210	18745000	17822000	18675000	20490000	20396000	21713000	21843000	10615000	10557000	282440	9955600	72350	10446000	10365000	11483000	11371000	13193000	10331000	14779000	16165000	1588500	1584900	17987000	17122000	19000000	20735000	20726000	21156000	21026000	9885600	9848800	995620	10206000	345240	10635000	10007000	11674000	11487000	12814000	9998000	3	3	3	2	3	3	3	3	3	3	3	2	2	2	2	2	2	2	2	2	2	2	38.8	34.6	19416000000	10319000000	9097300000	40				536	480;2016;2017;2052;3655;7725;8743;12722	True;True;True;True;True;True;True;True	494;495;2082;2083;2118;3770;7957;9068;9069;13159	2643;2644;2645;2646;2647;2648;2649;10740;10741;10742;10898;10899;10900;19393;19394;19395;19396;19397;19398;19399;19400;40874;46322;46323;46324;46325;46326;46327;66225;66226;66227;66228	2909;2910;2911;2912;2913;2914;2915;2916;2917;2918;11409;11410;11411;11412;11581;11582;11583;11584;20649;20650;20651;20652;20653;20654;20655;20656;42993;48572;48573;48574;48575;48576;48577;48578;48579;48580;69467;69468;69469;69470	2911;11409;11411;11583;20649;42993;48574;69468	171;172	171;185	-1
P18422	P18422	8	8	8	Proteasome subunit alpha type-3	Psma3	sp|P18422|PSA3_RAT Proteasome subunit alpha type-3 OS=Rattus norvegicus OX=10116 GN=Psma3 PE=1 SV=3	1	8	8	8	8	8	8	8	8	8	35.3	35.3	35.3	28.419	255	255	3.62	6	10	8	9	7	3	1	3	0	65.211	By MS/MS	By MS/MS	61205000	65927000	891790	477210	64095000	63397000	73314000	75653000	71612000	79114000	75730000	45652000	43160000	527420	38647000	389770	28980000	41883000	34855000	35399000	50192000	28808000	56994000	61271000	5887200	5909500	61739000	60970000	73831000	76404000	73074000	77124000	72926000	42509000	40256000	3459800	39599000	1229500	30107000	40102000	35229000	35597000	48389000	27994000	8	8	7	5	8	8	8	8	8	8	8	4	4	2	4	3	3	4	3	3	4	3	35.3	35.3	31469000000	16708000000	14761000000	65				537	1164;1658;5254;5739;10911;11112;11337;13202	True;True;True;True;True;True;True;True	1207;1716;5414;5415;5913;11301;11509;11735;13650	6239;6240;6241;6242;6243;6244;8944;8945;27964;27965;27966;27967;27968;27969;27970;27971;30755;30756;30757;30758;30759;30760;30761;30762;56564;56565;56566;57652;57653;57654;57655;57656;57657;57658;57659;57660;57661;57662;58706;58707;58708;58709;58710;58711;69247;69248;69249	6594;6595;6596;6597;6598;9483;9484;9485;29586;29587;29588;29589;29590;29591;29592;29593;32533;32534;32535;32536;32537;32538;32539;32540;32541;32542;32543;32544;32545;32546;59208;59209;59210;60359;60360;60361;60362;60363;60364;60365;60366;60367;60368;60369;60370;60371;60372;60373;60374;60375;60376;61475;61476;61477;61478;61479;61480;61481;61482;61483;61484;72717;72718;72719;72720	6594;9484;29592;32539;59209;60372;61477;72717	173	76	-1
P18445	P18445	5	5	5	60S ribosomal protein L27a	Rpl27a	sp|P18445|RL27A_RAT 60S ribosomal protein L27a OS=Rattus norvegicus OX=10116 GN=Rpl27a PE=1 SV=3	1	5	5	5	5	5	5	5	5	5	29.7	29.7	29.7	16.618	148	148	5.21	6	4			1	8	7	7	0	57.85	By MS/MS	By MS/MS	125880000	115380000	987190	1923500	104110000	108270000	124020000	116800000	132430000	128340000	115790000	48061000	51213000	945280	53436000	146220	52817000	51087000	51578000	48394000	79589000	59649000	117210000	107240000	10169000	10395000	100330000	103850000	125010000	118670000	133760000	124870000	112220000	44756000	47796000	4149400	54347000	1308200	53816000	49071000	53342000	49750000	76577000	57193000	14	14	9	8	14	14	14	14	14	14	14	6	6	3	6	3	6	6	6	6	6	6	29.7	29.7	50865000000	27892000000	22973000000	39				538	4338;8039;8504;8861;10196	True;True;True;True;True	4470;8283;8821;9190;10557	22952;22953;22954;42406;42407;42408;42409;42410;42411;42412;42413;44896;44897;44898;44899;44900;44901;46983;46984;46985;46986;46987;46988;46989;46990;46991;53067;53068;53069;53070;53071;53072;53073	24351;24352;44554;44555;44556;44557;44558;44559;44560;44561;44562;47091;47092;47093;47094;47095;49216;49217;49218;49219;49220;49221;49222;49223;49224;49225;49226;49227;55604;55605;55606;55607;55608;55609;55610;55611;55612;55613;55614	24352;44562;47092;49224;55607			-1
P18484	P18484	18	18	18	AP-2 complex subunit alpha-2	Ap2a2	sp|P18484|AP2A2_RAT AP-2 complex subunit alpha-2 OS=Rattus norvegicus OX=10116 GN=Ap2a2 PE=1 SV=3	1	18	18	18	17	13	17	13	17	13	24.8	24.8	24.8	104.04	938	938	5.02	6	10	5	8	2	3	14	14	0	278.19	By MS/MS	By MS/MS	5270400	5994000	56965	39375	6464100	6456000	7174100	7741400	6734400	8061300	7284000	18405000	17712000	20616	17481000	214740	12490000	13431000	13182000	15373000	17053000	12746000	4907400	5570500	475880	498700	6217400	6206200	7226200	7815600	6889800	7859900	7009600	17134000	16526000	962920	17775000	479650	13047000	12993000	13484000	15461000	16495000	12377000	5	5	3	2	5	5	5	5	5	5	5	5	5	2	5	4	5	5	5	5	5	5	24.1	19.4	17001000000	8700000000	8300700000	57				539	1149;3102;4445;5327;6296;6654;6908;7528;7808;8297;8760;8826;9659;11365;12054;12587;12707;13251	True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True	1191;3196;3197;4579;5492;6494;6861;7120;7756;8043;8611;9088;9155;10010;11763;12474;13019;13144;13700	6153;16348;16349;16350;16351;23502;28332;28333;28334;28335;33696;33697;33698;35536;35537;35538;35539;35540;35541;35542;35543;36878;40004;41276;41277;41278;41279;41280;41281;43860;43861;46428;46794;46795;46796;50713;50714;50715;50716;50717;50718;58846;62570;62571;62572;62573;65392;65393;65394;66168;66169;66170;66171;66172;66173;66174;66175;69534;69535;69536;69537;69538	6513;17380;17381;17382;24923;29992;29993;29994;29995;35587;35588;35589;37615;37616;37617;37618;37619;38900;42088;43386;43387;43388;43389;43390;46038;46039;48684;49040;49041;53132;53133;53134;53135;53136;53137;53138;53139;61626;65538;65539;65540;65541;68524;68525;69412;69413;69414;69415;69416;69417;69418;73018;73019;73020;73021;73022;73023	6513;17382;24923;29993;35588;37616;38900;42088;43390;46038;48684;49041;53135;61626;65540;68525;69412;73018	174	831	-1
P18588;P18590;P18589	P18588;P18590;P18589	1;1;1	1;1;1	1;1;1	Interferon-induced GTP-binding protein Mx1;Interferon-induced GTP-binding protein Mx3;Interferon-induced GTP-binding protein Mx2	Mx1;Mx3;Mx2	sp|P18588|MX1_RAT Interferon-induced GTP-binding protein Mx1 OS=Rattus norvegicus OX=10116 GN=Mx1 PE=1 SV=1;sp|P18590|MX3_RAT Interferon-induced GTP-binding protein Mx3 OS=Rattus norvegicus OX=10116 GN=Mx3 PE=2 SV=1;sp|P18589|MX2_RAT Interferon-induced GTP	3	1	1	1	0	1	0	1	0	1	3.5	3.5	3.5	74.468	652	652;659;659	6						1			0	15.823		By MS/MS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.5	191150000	0	191150000	2				540	695	True	719	3837	4150;4151	4150			-1;-1;-1
P18645	P18645	2	2	2	UDP-glucose 4-epimerase	Gale	sp|P18645|GALE_RAT UDP-glucose 4-epimerase OS=Rattus norvegicus OX=10116 GN=Gale PE=2 SV=1	1	2	2	2	2	2	2	2	2	2	8.6	8.6	8.6	38.224	347	347	2.38	7	4						2	0	160.04	By MS/MS	By MS/MS	9795200	9074100	28639	12756	7989700	8333600	10187000	8886000	9719500	11241000	9392600	5740600	5133300	77077	8313800	29382	11776000	9793400	10621000	9997200	11189000	8246900	9120400	8433200	800520	767900	7717100	7988200	10204000	9077300	9896700	10881000	9070800	5345600	4790700	467780	8308600	209790	11757000	9429700	10874000	10099000	10904000	8009700	2	2	1	1	2	2	2	2	2	2	2	2	2	2	3	2	3	3	3	3	3	3	8.6	8.6	5451200000	2241800000	3209400000	13				541	236;2127	True;True	243;2196	1387;1388;1389;1390;11336;11337;11338;11339;11340;11341;11342;11343;11344	1526;1527;1528;1529;12095;12096;12097;12098;12099;12100;12101;12102;12103	1527;12097			-1
P18665	P18665	2	2	2	39S ribosomal protein L3, mitochondrial	Mrpl3	sp|P18665|RM03_RAT 39S ribosomal protein L3, mitochondrial OS=Rattus norvegicus OX=10116 GN=Mrpl3 PE=2 SV=1	1	2	2	2	2	2	2	2	2	2	7.8	7.8	7.8	38.252	347	347	8								4	0	7.4387	By MS/MS	By MS/MS	2181800	2876000	17805	19197	2786300	2175100	3351000	4303800	2656900	3145200	3402700	3307400	3361700	31105	2959400	16314	1636000	1841500	2206100	2142000	2618700	2057400	2031600	2673000	205950	253610	2686900	2130700	3348100	4233700	2759800	3119500	3259300	3079800	3135300	257100	3027700	63411	1761100	1781800	2226600	2162900	2540600	1987300	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	7.8	7.8	1005100000	530150000	474990000	4				542	4838;10231	True;True	4982;10594	25579;25580;53233;53234	27064;27065;55777;55778	27065;55777			-1
P18666	P18666	5	1	1	Myosin regulatory light chain 12B	Myl12b	sp|P18666|ML12B_RAT Myosin regulatory light chain 12B OS=Rattus norvegicus OX=10116 GN=Myl12b PE=1 SV=3	1	5	1	1	5	5	1	1	1	1	40.7	11.6	11.6	19.838	172	172	2.5		2	2						0	13.716	By MS/MS	By MS/MS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40.7	40.7	797210000	380770000	416440000	4				543	1109;3442;4348;7427;8301	False;False;False;False;True	1148;1149;3551;4481;7652;8615	5927;5928;5929;5930;5931;5932;5933;5934;5935;5936;5937;5938;5939;18251;18252;18253;18254;18255;18256;18257;18258;23021;23022;23023;39433;39434;39435;39436;39437;39438;43881;43882;43883;43884	6274;6275;6276;6277;6278;6279;6280;6281;6282;6283;6284;6285;6286;19415;19416;19417;19418;19419;19420;19421;19422;19423;19424;19425;19426;24434;24435;24436;24437;41506;41507;41508;41509;41510;41511;46060;46061;46062;46063	6276;19421;24434;41508;46061	156	25	-1
